date,ts_code,name,bucket,side,action,signal_level,shares,price,amount,fee,tax,slippage,slippage_cost,cash_before,cash_after,position_before,position_after,weight_before,weight_after,target_weight,entry_reason,exit_reason,holding_days,realized_pnl,unrealized_pnl_after_trade,market_regime,execution_mode,fill_price_field,execution_adjustment,execution_reason_code
2023-04-04,600036.sh,招商银行,defensive_dividend,BUY,BUY_1,BUY_1,200.0,27.67383,5534.766,1.6604297999999997,0.0,0.013829999999998677,2.7659999999997353,200000.0,194463.5735702,0.0,200.0,0.0,0.027673829999999996,0.02765,高股息补充触发 BUY_1。,,0,0.0,-22.76600000000002,risk_on,next_bar,open,,
2023-04-04,601318.sh,中国平安,defensive_dividend,BUY,BUY_1,BUY_1,200.0,38.329155,7665.831,2.2997492999999998,0.0,0.019154999999997813,3.8309999999995625,194463.5735702,186795.4428209,0.0,200.0,0.0,0.038329155000000004,0.03832,高股息补充触发 BUY_1。,,0,0.0,-23.830999999999847,risk_on,next_bar,open,,
2023-04-07,600000.sh,浦发银行,defensive_dividend,BUY,BUY_1,BUY_1,1300.0,6.143069999999999,7985.990999999998,2.395797299999999,0.0,0.00306999999999924,3.990999999999012,186795.4428209,178807.05602360002,0.0,1300.0,0.0,0.039978840562358085,0.039894,高股息补充触发 BUY_1。,,0,0.0,48.00900000000104,neutral,next_bar,open,,
2023-04-13,000877.sz,天山股份,cyclical_rotation,BUY,BUY_1,BUY_1,600.0,8.82441,5294.646000000001,1.5883938,0.0,0.004410000000000025,2.646000000000015,178807.05602360002,173510.82162980002,0.0,600.0,0.0,0.026490838987365765,0.026508,满足 cyclical BUY_1。,,0,0.0,-44.646000000000186,neutral,next_bar,open,,
2023-04-17,601166.sh,兴业银行,defensive_dividend,BUY,BUY_1,BUY_1,600.0,13.276634999999999,7965.981,2.3897942999999997,0.0,0.00663499999999928,3.980999999999568,173510.82162980002,165542.45083550003,0.0,600.0,0.0,0.039818990290276475,0.039769,高股息补充触发 BUY_1。,,0,0.0,116.01900000000107,neutral,next_bar,open,,
2023-04-25,600346.sh,恒力石化,defensive_dividend,BUY,BUY_1,BUY_1,500.0,14.757375,7378.6875,2.2136062499999998,0.0,0.007374999999999687,3.6874999999998437,165542.45083550003,158161.54972925002,0.0,500.0,0.0,0.036891509764500514,0.036848,高股息补充触发 BUY_1。,,0,0.0,-128.68749999999983,neutral,next_bar,open,,
2023-04-28,601866.sh,中远海发,defensive_dividend,BUY,BUY_1,BUY_1,3300.0,2.391195,7890.9435,2.3672830499999997,0.0,0.0011950000000000571,3.9435000000001885,158161.54972925002,150268.23894620003,0.0,3300.0,0.0,0.03937428573112568,0.039355,高股息补充触发 BUY_1。,,0,0.0,95.05649999999916,neutral,next_bar,open,,
2023-05-08,000651.sz,格力电器,defensive_dividend,BUY,BUY_1,BUY_1,200.0,27.99399,5598.798,1.6796394,0.0,0.013989999999999725,2.797999999999945,150268.23894620003,144667.76130680004,0.0,200.0,0.0,0.027732439958386684,0.02757,高股息补充触发 BUY_1。,,0,0.0,-140.7980000000002,neutral,next_bar,open,,
2023-05-22,600018.sh,上港集团,defensive_dividend,BUY,BUY_1,BUY_1,1600.0,4.872434999999999,7795.895999999999,2.3387687999999995,0.0,0.002434999999999299,3.895999999998878,144667.76130680004,136869.52653800003,0.0,1600.0,0.0,0.03894000237116213,0.039,满足 defensive BUY_1。,,0,0.0,-19.895999999998537,neutral,next_bar,open,,
2023-05-25,600999.sh,招商证券,defensive_dividend,BUY,BUY_1,BUY_1,600.0,12.706349999999999,7623.8099999999995,2.2871429999999995,0.0,0.006349999999999412,3.809999999999647,136869.52653800003,129243.42939500004,0.0,600.0,0.0,0.038420937417685264,0.038613,满足 defensive BUY_1。,,0,0.0,68.19000000000095,neutral,next_bar,open,,
2023-05-25,601211.sh,国泰海通,defensive_dividend,BUY,BUY_1,BUY_1,600.0,13.006499999999999,7803.9,2.3411699999999995,0.0,0.006499999999999062,3.8999999999994373,129243.42939500004,121437.18822500005,0.0,600.0,0.0,0.039328518616528224,0.039369,高股息补充触发 BUY_1。,,0,0.0,50.10000000000048,neutral,next_bar,open,,
2023-05-26,000877.sz,天山股份,cyclical_rotation,SELL,SELL_ALL,SELL_ALL,600.0,7.806095,4683.657,1.4050970999999999,2.3418285,0.0039049999999996032,2.342999999999762,121437.18822500005,126117.09829940005,600.0,0.0,0.02360319380994514,0.0,0.0,满足 cyclical BUY_1。,trend_stop,28,-614.7359256000005,0.0,neutral,next_bar,open,,
2023-05-26,601166.sh,兴业银行,defensive_dividend,BUY,BUY_2,BUY_2,600.0,12.856425,7713.855,2.3141564999999997,0.0,0.006425000000000125,3.855000000000075,126117.09829940005,118400.92914290006,600.0,1200.0,0.03887381475347455,0.0777476295069491,0.077527,满足 defensive BUY_2。,,26,0.0,-163.83600000000058,neutral,next_bar,open,,
